No.,会社名,設立年,代表者名,従業員数,住所,会社URL
681,株式会社アイ・ヒューマンサーチ,2007年,古田　良三,30-99人,東京都千代田区神田多町2-9-6 田中ビル3F,https://www.i-humans.co.jp/
682,太陽グループ株式会社,1984年,森影明子,30-99人,東京都中央区八丁堀3-17-6 群成舎八丁堀ビル2階,http://www.taiyojoho.co.jp/index.html
683,株式会社スタッフ満足,2008年,山本　晃嘉,30-99人,大阪府大阪市西区西本町１－６－８　ＳＳビル本町西１０１,https://www.staff-manzoku.co.jp/
684,株式会社ウイン企画,1989年,振角 ひとみ,30-99人,大阪府大阪市中央区久太郎町2-5-28　久太郎町恒和ビル7階,http://win-kikaku.co.jp/
685,株式会社ジェーピーエー,1999年,福井　通久,10-29人,鶴屋町2-20-1　ＹＴＵビル 3Ｆ,http://www.jpa-ltd.co.jp/
686,ＴＯＥＩ株式会社,2015年,木島 一芳,30-99人,東京都新宿区中里町２９―３　菱秀神楽坂ビル６階,http://www.toei-corpration.jp/
687,株式会社PLC,2012年,天尾　雄太,30-99人,東京都台東区浅草橋3丁目20番15号浅草橋ミハマビル別館4階,http://www.plc-2012.com/index.html
688,株式会社BECK,2007年,山村 智之,10-29人,北海道札幌市北区北33条西2-1-7SAKURA N33,http://beckjp.com/
689,株式会社フルクラム,2007年,神谷憲一郎,5-9人,中田島町934-1,https://www.fulcrum.co.jp/
690,株式会社セブンキューブ,2009年,大塩 英記,10-29人,大阪府大阪市平野区喜連西４丁目６番２７号　CUBE TOWER 2F,http://7cube.co.jp/
691,アクティオサポート株式会社,2019年,國井　良信,5-9人,大阪府大阪市立売堀4丁目3番16号 ピオーニビル4階,https://actiosupport.jp/
692,株式会社アウトソーシング,1997年,土井春彦,1000人以上,東京都千代田区丸の内1-8-3 丸の内トラストタワー本館19F,https://www.outsourcing.co.jp/
693,Work Step 株式会社,2017年,田中 彩,5-9人,福岡県福岡市西公園1-9,https://www.workstep.co.jp/
694,株式会社アプシア,2015年,遠藤敏幸,30-99人,岐阜県瑞穂市野田新田４１１９－１,https://www.upsia.jp/
695,JESCOエキスパートエージェント株式会社,2020年,唐澤　光子,5-9人,東京都中野区中央４―３―４　ＪＥＳＣＯ新中野ビル,https://www.jesco.co.jp/jea/ja/index.html
696,株式会社クリエイトオポチュニティーズ,2019年,申 太奎,5-9人,東京都渋谷区神宮前5丁目46-32 KSハウス301,https://themoc.jp/top.html
697,株式会社リーフラント,2007年,丸橋　弘明,10-29人,新潟県新潟市中央区新光町10-3 技術士センタービルⅡ305号,http://www.reefrant.net/
698,エバーラスティング株式会社,2006年,立花　漠,5-9人,〒590-0943 大阪府堺市堺区車之町東1-1-2 井上ビル202,http://www.everlasting-japan.com/index.html
699,株式会社ホットスタッフ成田,2017年,氏川 将也,5-9人,千葉県富里市日吉台一丁目6番地1 アラビル2F,https://www.hotstaff.co.jp/branch/detail/0956
700,株式会社キャリア・ブランディング,1993年,竹野和茂,500-999人,東京都豊島区東池袋1-32-7 大樹生命池袋ビル6階,https://c-branding.com/
701,株式会社キール,2006年,大久保　年明,100-499人,東京都港区芝公園3-1-14FLEX芝公園6F,http://www.keyll.jp/
702,株式会社ホットスタッフ千葉,2019年,氏川 将也,5-9人,千葉県千葉市富士見2丁目3番1号 塚本大千葉ビルディング4F,https://www.hotstaff.co.jp/branch/detail/0992
703,株式会社ホットスタッフ船橋,2013年,氏川 将也,5-9人,本町2丁目2番7号 プラザビル3F,https://www.hotstaff.co.jp/branch/detail/0932
704,株式会社dialog,2020年,久保田 誠,5-9人,東京都新宿区西新宿3-2-9 新宿ワシントンホテルビル本館2F,https://dialog-hr.co.jp/
705,株式会社 モシモシ365,2022年,NGUYEN VAN,5-9人,亀岡町1-31 丸山ビル2F,https://moshimoshi365.co.jp/
706,インフィック株式会社,2002年,増田　正寿,100-499人,静岡県静岡市駿河区南町18-1 サウスポット17F,http://infic.net/
707,株式会社kedomo,2017年,西村 公宏,5-9人,福岡県福岡市愛宕2-1-2-302,https://career.kedomo.com/
708,株式会社アベイル,2009年,新井 徳馬,10-29人,大阪府大阪市中央区北新町１－１千倉ビル５階５０１号,http://www.avail-net.jp/index.html
709,株式会社グロースアソシエーション,2012年,杉本 亮,30-99人,北海道札幌市中央区大通西1丁目14番2 桂和大通ビル50-7F,http://g-assoc.co.jp/
710,グローエンス株式会社,2020年,越智友久,5-9人,東京都新宿区高田馬場一丁目２８−７,https://gloens.com/
711,株式会社ソフトライフ,2010年,菊谷 直哉,30-99人,東京都中央区銀座二丁目9番13号GINZA-2（6階）大阪府大阪市北区梅田一丁目12番17号梅田スクエアビルディング（11階）,http://www.softlife.co.jp/
712,三笠ヒューマンテクノ株式会社,1998年,三笠　日郎,100-499人,京都市南区吉祥院西ノ庄西中町46-2,https://www.mht.co.jp/
713,オリエンタル化工株式会社,1959年,藤田　誠一,30-99人,西野山欠ノ上町17-24,http://www.oriental-kyoto.jp/index.html
714,株式会社アドプランナー,2014年,佐藤 一之,100-499人,愛知県名古屋市妙音通4-29,https://www.ap-net.co.jp/company/
715,株式会社セルテック,1990年,髙井 秀和,5-9人,大阪府大阪市中央区東平１丁目４－１０－４Ｆ,http://selltech-inc.com/
716,株式会社スタッフ・ナビ,2017年,宮腰英一,1000人以上,屋板町1030-4,https://staffnavi.co.jp/
717,株式会社D&Mキャリア,2019年,野曽原 浩治,5-9人,平野町3-1-2 キューアス平野町ビル6F,https://www.dmcareer.co.jp/
718,株式会社Ballista,2022年,中川 貴登,10-29人,鍛冶町1丁目3番1号VORT 神田 3階,https://ballista.co.jp/
719,株式会社ビーウェル,2006年,大亀 雄平,30-99人,大阪府大阪市中央区南船場3-7-27 NLC心斎橋3F,https://bwell.jp/
720,株式会社大桜アネシス,1999年,渡辺 宏,500-999人,岐阜県可児市下恵土４４６―２４２,http://www.daio-gr.co.jp
721,TechSuite株式会社,2021年,畠山 夏輝,30-99人,〒101-0054 東京都千代田区神田錦町2丁目5-1 神田坂田ビル6F,https://techsuite.co.jp/
722,アルファスタッフ株式会社,2020年,落合祐太,100-499人,大阪府東大阪市荒本新町4-17 サンライフ荒本ビル302号,https://a-staff-work.com/
723,メディエイト協同組合,2011年,高橋　正太,5-9人,東京都渋谷区神宮前6-19-16 越一ビル703,https://mediate-kyodo.com/profile.html
724,株式会社旭ワーク,1994年,冨坂善博,10-29人,福井県福井市高木中央３丁目１６０４,https://www.asahiwork.com/
725,METIS OBA合同会社,2022年,大場　梨恵,5-9人,東京都港区南麻布3－20－1DAIWA麻布テラス５F,https://www.metis-oba.com/
726,株式会社システムクォート,1984年,鶴川　彰子,10-29人,東京都千代田区九段南4丁目8番8号　日本YWCA会館4階,https://www.sqt.co.jp/
727,プレイスメント株式会社,2023年,坂本卓哉,5-9人,福岡県北九州市浅野3丁目8番1号AIM6階COMPASS小倉内101,https://placement.asia/
728,株式会社ガイアコミュニケーションズ,1992年,栗原 弘樹,30-99人,東京都千代田区紀尾井町4－1 新紀尾井町ビル3F,http://gaia-ad.co.jp/
729,株式会社Ｍ・Ｒ・Ｔ,2001年,村田忠弘,100-499人,福岡県北九州市小倉北区香春口１丁目１５－１０－２Ｆ,https://www.mrt-8.co.jp/
730,KUROFUNE株式会社,2018年,倉片稜,10-29人,愛知県名古屋市那古野2-14-1　なごのキャンパス2-6,https://www.kurofune-inc.com/
731,SUNNYDAY株式会社,2022年,小林 祐喜,30-99人,駒ヶ林町4-2-6,https://sunnydayinc.jp/
732,株式会社KG情報,1980年,益田　武美,100-499人,広島県広島市中区東平塚町4-7,https://www.kg-net.co.jp/
733,株式会社 シーアイシー,2007年,福島　克己,100-499人,大阪府羽曳野市軽里1丁目8番13号,https://cic-inc.co.jp/company/
734,株式会社mid,2014年,廣田将大,10-29人,東京都新宿区新宿5-11-25 アソルティ新宿五丁目ビル 201,https://mid-group.co/
735,株式会社Harvest Biz Career,2010年,小貫　洋奨,1000人以上,茨城県つくば市吾妻3丁目10番地13　つくば文化ビル1F,https://www.harvestbiz.jp
736,ゼンフォース株式会社,2020年,荻野 嶺,5-9人,神奈川県横浜市西区みなとみらい3-7-1 OceanGate Minatomirai 8F,https://zenforce.jp/
737,GUILD株式会社,2022年,小宮 滉,5-9人,東京都渋谷区神宮前6丁目23番4号桑野ビル2階,https://guild.support/
738,株式会社BAMTECH&COMPANY,2020年,三好清太郎,5-9人,東京都千代田区一番町13-2　一番町KSKビル5F,https://bamtech.co.jp/
739,ニュースアンドコーヒー株式会社,2023年,申 元奎,5-9人,東京都渋谷区東2-20-14-601,https://ncar.jp/
740,新日本富士CP株式会社,2015年,平山 哲浩,5-9人,東京都台東区台東4-31-7-203,https://glocareers.jp/
741,株式会社Anyont,2023年,舟越学,5-9人,東京都品川区西五反田3-15-6 リードシー目黒不動前ビル MID POINT 目黒不動前5-22,https://anyont.co.jp/
742,株式会社キカガク,2017年,大崎 将寛,30-99人,東京都千代田区神田佐久間町3-21 ポローニア秋葉原301号室,https://www.kikagaku.co.jp/
743,LAPI-Staff株式会社,2020年,前田牧人,100-499人,神奈川県横浜市中区桜木町1-1-9-9F,https://lapi-staff.com/
744,株式会社日本テレアポセンター,2020年,大堀 真紀人,5-9人,東京都千代田区九段南1丁目5番6号　りそな九段ビル5F,https://teleapo-center.co.jp/
745,株式会社クラ･ゼミ,1987年,053-458-6111,1000人以上,静岡県浜松市中区田町230-15,https://kurazemi.co.jp/
746,株式会社 サクセス,1997年,小島 寿樹,5-9人,大阪府大阪市宮原1丁目19-23 ステュディオ新御堂716号室,https://successhr.co.jp/
747,株式会社ウィルオブ・ワーク,1997年,村上 秀夫,1000人以上,東京都新宿区新宿三丁目1番24号  京王新宿三丁目ビル3F,https://willof-work.co.jp/
748,株式会社アイビス,2013年, - ,1-4人,東京都渋谷区恵比寿西2丁目19-9 リージャス 代官山ビジネスセンター,https://www.ibis.jp.net/
749,株式会社エースタイル, - , - ,100-499人,大阪府大阪市鴫野西4-1-33 Welfare大阪京橋ビル,https://a-style55.co.jp
750,株式会社DUTA,2017年, - ,30-99人,二葉町4-5-20,http://www.duta.co.jp/
751,株式会社プラスアルファ,2008年, - ,1000人以上,東京都渋谷区神泉町8-16渋谷ファーストプレイス5階,https://plus-a.co.jp/
752,株式会社トラックス,2011年,山下 温,10-29人,東京都渋谷区富ヶ谷1−19−4 代々木パークビル403,https://www.tlucks.co.jp/
753,i CONTINENT株式会社, - , - , - ,東京都多摩市鶴牧1-4-17いずみビル3F,https://i-continent.co.jp/
754,キャリアサービス株式会社,2003年, - , - ,東京都文京区千駄木3-23-4 NK第一ビル3F,http://www.careerservice.jp/
755,株式会社div,2012年,石原圭, - ,東京都渋谷区神南一丁目12番16号 アジアビル7階,https://di-v.co.jp/
756,株式会社MS-Japan,1990年, - , - ,東京都千代田区富士見2-10-2　飯田橋グラン・ブルーム4F,http://www.jmsc.co.jp/
757,KTM Consulting合同会社,2019年,根来啓輔,5-9人,東京都品川区東大井１丁目９番３２－５１２号,https://small-bizmagazine.com/
758,株式会社 SEプラス,2001年, - , - ,東京都千代田区二番町11-19 興和二番町ビル2階,http://www.seplus.jp/
759,パーソルマーケティング株式会社,1989年, - , - ,東京都新宿区新宿3丁目27番4号新宿御幸ビル,https://sales.persol-mk.co.jp/
760,キーストーンズキャリア株式会社,2005年, - , - ,大阪府大阪市北区梅田1丁目3番1号 大阪駅前第1ビル8階5号,http://www.key-c.jp/
761,株式会社リーガルブライト,2007年, - , - ,東京都品川区西五反田7-22-17TOCビル8階,https://www.legal-bright.co.jp/
762,株式会社北海道アルバイト情報社,1971年, - ,100-499人,北海道札幌市中央区南2条西6丁目13-1,http://www.haj.co.jp/
763,株式会社ナビコーポレーション,2003年, - , - ,東京都豊島区南大塚2-11-10ミモザビル3F,https://denwahisyo.info/
764,株式会社ミライナビ,2016年, - ,30-99人,東京都渋谷区代々木3-1-10 代々木中央ビル403,http://mirainavi.co.jp/
765,株式会社 ジェイエイシーリクルートメント,1998年, - , - ,東京都千代田区神田神保町1-105番地　神保町三井ビルディング14階,https://corp.jac-recruitment.jp/
766,ボンド・アソシエイツ株式会社,2012年, - , - ,東京都港区西新橋1-6-12 AIOS虎ノ門 6F,http://bondassociates.co.jp/
767,アクティベイト株式会社,2005年, - ,5-9人,東京都港区芝大門2丁目3番6号　大門アーバニスト801,http://activate.co.jp/
768,タリスマン株式会社,2012年, - , - ,東京都港区六本木6-1-24 ラピロス六本木 6F,https://talisman-corporation.com/
769,株式会社アドバンスフューチャー, - , - , - ,東京都新宿区西新宿6丁目12-7 ストーク新宿1F,http://www.advancefuture.jp/
770,ロード・インターナショナル株式会社, - , - , - ,東京都品川区南大井 6-16-10第２下川ビル８Ｆ,http://www.road-i.co.jp/
771,株式会社ＣＢホールディングス,1999年, - , - ,東京都港区浜松町1-18-16 住友浜松町ビル7F,https://www.cb-hd.co.jp/
772,全研本社株式会社,1978年, - ,100-499人,東京都新宿区西新宿6-18-1住友不動産新宿セントラルパークタワー18・19階,https://www.zenken.co.jp/
773,株式会社パソナメディカル,1985年, - , - ,東京都千代田区大手町2-6-4,https://www.pasonamedical.com
774,株式会社スーパーナース,1993年, - ,100-499人,東京都千代田区平河町2-16-1 平河町森タワー7階,http://www.supernurse.co.jp/
775,株式会社アロービジネスメイツ, - , - , - ,東京都中央区銀座7-9-17銀座ヤマトビル4F,http://career.abm.co.jp/
776,株式会社トライブ,2006年, - ,30-99人,東京都渋谷区円山町5-5  NAVI渋谷V 5F,https://tribe.bz/
777,メディアオンライン株式会社, - , - , - ,東京都港区高輪2丁目14番17号,http://www.e-iryou.net/
778,株式会社パソナフォーチュン,2005年, - , - ,東京都千代田区丸の内1-5-1新丸の内ビルディング　14F,http://www.pasona-fortune.co.jp/
779,RGFタレントソリューションズ株式会社,1998年, - ,30-99人,東京都港区虎ノ門4－1－28 虎ノ門タワーズオフィス22階,https://www.rgf-executive.jp/ja/
780,株式会社ニューハンプシャーMC,2004年, - , - ,東京都新宿区市谷砂土原町2－7－19　田中保全ビル5階A号,http://www.e-nhmc.com/
781,株式会社アクシアム, - , - , - ,東京都港区南青山6-4-6 青山アレー 302号,http://www.axiom.co.jp/
782,アイム・ファクトリー株式会社, - , - , - ,東京都千代田区麹町3-2 麹町共同ビル3F,http://www.aim-factory.com/
783,KANAEアソシエイツ株式会社,2010年, - , - ,東京都港区芝公園1-11-11 興和芝公園ビル９階,http://www.kanae-associates.com/
784,株式会社グローアップ, - , - , - ,東京都豊島区東池袋1-30-6セイコーサンシャインビル 9F,http://www.grow-up1.co.jp/
785,株式会社フードスマイルネットワーク, - , - , - ,東京都渋谷区恵比寿南1-3-9新井ビル7Ｆ,http://www.f-s-net.co.jp/
786,株式会社エスアイイー,2004年, - ,100-499人,東京都千代田区神田松永町18 ビオレ秋葉原ビル 3階,http://www.ssie.jp/
787,株式会社日本ドクターズクラブ,2005年, - , - ,東京都千代田区九段北4丁目3-22,http://www.isiten.com/
788,インターノウス株式会社,1902年, - ,10-29人,東京都港区六本木1丁目9−9 六本木ファーストビル17F,http://www.internous.co.jp/
789,株式会社メディカル・プラネット,2000年, - , - ,東京都港区港南2-14-14 品川インターシティフロント7階,https://corp.medicalplanet.co.jp
790,株式会社プリセプト, - , - , - ,東京都千代田区九段南2丁目5番地10号 九段鶴屋ビル,http://www.precept.co.jp/
791,アルプスビジネスサービス,2012年, - , - ,東京都千代田区神田神保町1-101 神保町101ビル4F,http://www.alpscd.co.jp/
792,CEOマネージメント株式会社, - , - , - ,東京都渋谷区富ヶ谷2丁目16番13－403号,http://www.ceo-mgt.com/
793,株式会社トランサーチインターナショナル,1900年, - , - ,東京都港区西新橋2-34-7 第一三須ビル,http://www.transearch.co.jp/
794,株式会社MORUパーソネル・クリエイツ, - , - , - ,東京都港区南青山1丁目4番17号美松ビル5F,http://www.moripc.com/
795,株式会社セントラルクルー, - , - , - ,山梨県甲府市中央1-12-42　甲府第一法曹ビル3Ｆ,http://www.centralcrew.com/
796,株式会社リンク・アイ,2011年, - , - ,東京都中央区銀座4丁目12−15 歌舞伎座タワー 15階,http://link-i-next.jp/company/
797,株式会社コンティフォース,2007年, - , - ,大阪府大阪市中央区北久宝寺町4-2-10東明ビル6F,https://www.contiforce-bjob.com
798,株式会社ヒューマネット, - , - ,30-99人,岐阜県各務原市鵜沼朝日町5-287-6,http://www.hyumanet.jp/
799,コアキャリア株式会社, - , - , - ,大阪府大阪市西区西本町1丁目12-19清友ビル4F,http://www.corecareer.net/
800,株式会社メディカルビジョン,1996年, - , - ,東京都千代田区九段南3丁目9番11号マートルコート麹町7Ｆ,http://www.medical-vision.co.jp/
801,株式会社キャリアビジョン, - , - , - ,東京都港区赤坂4-1-30 AKABISHI-2 4階,http://www.careervision.co.jp/
802,株式会社イー・シー・アンドエム, - , - , - ,東京都品川区南大井6-26-3大森ベルポートD館9F,http://www.ec-m.jp/
803,エンジニアネット株式会社, - , - , - ,東京都中央区新川１－１－１　　飯田ビル5Ｆ,http://www.finmap.jp/
804,株式会社WakayamaDreamcast,1927年, - ,10-29人,東京都立川市曙町2-22-23木村ビル3F/4F,http://www.wakayama-dreamcast.com/
805,株式会社インテグリティ,1900年, - , - ,東京都港区三田3-4-3　三田第一長岡ビル9F,http://www.integrityconsult.jp/
806,株式会社アーキテクノ,1987年, - , - ,東京都新宿区新宿1丁目9番4号,http://www.architechno.co.jp/
807,株式会社ジーネット,2000年, - ,5-9人,東京都渋谷区渋谷1丁目9番8号　朝日生命宮益坂ビル8階,http://gnet-dr.com/
808,株式会社　ひまわり,1989年, - ,5-9人,千葉県船橋市東船橋4-35-10,https://www.himawari-corp.com/
809,株式会社アクセル・エージェンシー, - , - , - ,東京都中央区日本橋3丁目3番地12号,http://www.axcel-agency.jp/
810,株式会社桜サービス, - , - , - ,東京都品川区西五反田1丁目26番7号カノウビル8階,http://www.sakura-service.co.jp/
811,株式会社ARK, - , - , - ,東京都千代田区平河町１丁目７−２１平河町昭和ビル 1階,http://www.d-ark.co.jp/
812,株式会社ピー・エムコーポレーション,2001年, - , - ,大阪府大阪市都島区高倉町3-7-25-1F,http://pm-corp.com/
813,株式会社 アイコーポレーション,2006年, - , - ,神奈川県大和市中央2-3-19　ウエストビル2F,http://cast-i.com/
814,有限会社ドクターエージェント, - , - , - ,東京都港区白金台3丁目14番4号LBビル6F,http://www.dr-agent.co.jp/
815,株式会社トゥ・ギャザー, - , - , - ,大阪府大阪市西区新町1丁目3-12　四ツ橋セントラルビル302号,http://to-gather.com/
816,株式会社SRS, - , - ,5-9人,東京都西東京市住吉町3-11-11,http://srs09.co.jp/
817,株式会社メディックス, - , - ,5-9人,東京都港区新橋3-7-3新橋フォディアビル7F,http://www.medics.co.jp/
818,IJS株式会社,2003年, - , - ,東京都品川区東五反田 AIOS五反田アネックスビル37,http://www.ijob-s.com/introduction/index.html
819,株式会社ひまわりの手, - , - , - ,愛知県名古屋市名東区明が丘83番地ウェストサイドアヴェニュービル1Ｆ,http://himawarinote.com/
820,エンワールド・ジャパン株式会社, - , - ,100-499人,東京都中央区京橋3-1-1　東京スクエアガーデン 12階,http://enworld.com/
821,ロバート・ウォルターズ・ジャパン株式会社, - , - ,1000人以上,東京都渋谷区渋谷3丁目12番18号渋谷南東急ビル14階,http://www.robertwalters.co.jp/
822,株式会社エリートネットワーク,1997年, - , - ,東京都中央区銀座2丁目6-8 日本生命銀座ビル6階 (受付)・9階,http://www.elite-network.co.jp/
823,株式会社アスカ,1994年, - ,30-99人,群馬県高崎市八島町265番地イノウエビル5F,http://www.asuka-hu.co.jp/
824,株式会社ゼネラルパートナーズ,2003年, - , - ,東京都千代田区内幸町2-1-1 飯野ビルディング9階,http://www.generalpartners.co.jp/
825,株式会社パソナ岡山,1983年, - ,100-499人,岡山県岡山市北区駅元町1-6 岡山フコク生命駅前ビル 11F,https://www.pasona.co.jp/
826,アズール＆カンパニー株式会社,2002年, - , - ,東京都千代田区紀尾井町４番３号泉館紀尾井町４階,http://www.azureweb.jp/
827,株式会社ヒューマンブレイン,2000年, - , - ,新潟県新潟市中央区東大通1-1-15　東大通ビル6F,http://www.jobnet-human.com/
828,株式会社リアステージ,2014年, - , - ,東京都渋谷区桜丘町8-9メイセイビル6F,http://www.reastage.co.jp/
829,スプランド株式会社,2009年, - , - ,東京都新宿区下宮比町2-28 飯田橋ハイタウン11階,http://www.spland.jp/
830,株式会社リクルートエグゼクティブエージェント,2001年, - , - ,東京都中央区銀座 8-4-17 リクルートGINZA8ビル,http://www.recruit-ex.co.jp/
831,株式会社スタッフサービス・ホールディングス,1981年, - ,1000人以上,東京都千代田区神田練塀町85 JEBL秋葉原スクエア,http://www.staffservice.co.jp/
832,株式会社コネクト・ホープ,2016年, - , - ,埼玉県さいたま市大宮区宮町2-25　イーストゲート大宮ビルB館7階,http://connect-hope.jp/
833,メディカルヒューマンキャピタル株式会社, - , - , - ,鹿児島県鹿児島市山下町12番8号 ing.BLD405号,https://kagoshima-kyujin.com/
834,株式会社ワコールキャリアサービス,1998年, - ,30-99人,京都府京都市下京区四条通り新町東入ル月鉾町62 住友生命京都ビル8F,http://www.e-wacs.co.jp/
835,株式会社アヴェンテ,2001年, - , - ,東京都港区愛宕2丁目5番1号　愛宕グリーンヒルズMORIタワー39F,http://www.1pg.co.jp/
836,株式会社リクルートホールディングス,1960年, - ,100-499人,東京都千代田区丸の内1-9-2,http://www.recruit.jp/company/data/
837,マイケル・ペイジ・インターナショナル・ジャパン株式会社,2001年, - , - ,東京都港区虎ノ門 4-3-13 ヒューリック神谷町ビル6F,http://www.michaelpage.co.jp/
838,株式会社日本マンパワー,1967年, - ,100-499人,東京都千代田区神田東松下町47-1,http://www.nipponmanpower.co.jp/
839,パナソニックソリューションテクノロジー株式会社,1988年, - , - ,東京都港区東新橋2-12-7 住友東新橋ビル2号館大阪府大阪市中央区城見2-1-61 ツイン21 OBPパナソニックタワー福岡県福岡市博多区博多駅南1-2-13 福岡パナソニックビル,https://www.panasonic.com/jp/company/pstc.html
840,ジャスネットコミュニケーションズ株式会社,1996年, - ,30-99人,東京都港区新橋四丁目１番１号 新虎通りCORE,http://www.jusnet.co.jp/
841,ヘイズ・スペシャリスト・リクルートメント・ジャパン株式会社, - , - ,100-499人,東京都港区六本木1-6-1 泉ガーデンタワー28階,http://www.hays.co.jp/
842,キャプラン株式会社,1986年, - ,500-999人,東京都千代田区大手町2-6-2,https://www.caplan.jp/
843,株式会社ムービン・ストラテジック・キャリア,2000年, - , - ,東京都港区西新橋1-13-1 DLXビルディング 6F,http://www.movin.co.jp/
844,株式会社アイ・エス・エス・コンサルティング,2006年, - , - ,東京都港区虎ノ門4-1-1  神谷町トラストタワー23F,http://www.isssc.com/
845,株式会社バイトレ,2010年, - , - ,東京都豊島区南池袋1-25-1 EQUINIA南池袋ビル,http://81100.co.jp/
846,ヒューマンアカデミー株式会社,2010年, - , - ,東京都新宿区西新宿7-5-25 西新宿プライムスクエアビル1F,https://manabu.athuman.com/about/
847,人財パワー株式会社,1974年, - ,5-9人,沖縄県那覇市壺川1丁目4番地15,http://www.j-power.co.jp/
848,テンプスタッフ・ピープル株式会社,1983年, - , - ,愛知県名古屋市中区新栄町1-5  日石栄ビルディング,http://www.temppeople.co.jp/
849,株式会社アヴァンティスタッフ,1984年, - ,100-499人,東京都中央区日本橋兜町6-7兜町第７平和ビル（旧：ヒューリック兜町ビル）,https://www.avantistaff.com/
850,アクシスコンサルティング株式会社,2002年, - , - ,東京都千代田区麹町4-8 麹町クリスタルシティ6F,https://axc-g.co.jp/
851,株式会社 アージスジャパン,1997年, - , - ,東京都千代田区紀尾井町4番1号 ニューオータニガーデンコート7F,http://www.aegis-japan.co.jp/
852,スペシャライズドグループ株式会社,2001年, - , - ,東京都渋谷区恵比寿4-3-8　恵比寿イースト438ビル　７Ｆ,http://www.specialized-group.com/
853,株式会社ビーネックスグループ, - , - , - ,東京都港区東新橋2-14-1 NBFコモディオ汐留,http://trust-tech.jp/
854,富士ソフトサービスビューロ株式会社,1984年, - ,1000人以上,東京都墨田区江東橋二丁目19番7号,http://www.fsisb.co.jp/
855,北斗株式会社, - , - ,100-499人,東京都豊島区東池袋4-23-15第2キンズメンビル5F,http://www.hokuto-group.info/
856,株式会社フォーラムエンジニアリング,1981年, - ,1000人以上,東京都港区虎ノ門2-10-4　オークラプレステージタワー15階,http://www.forumeng.co.jp/
857,大阪中小企業投資育成株式会社,1963年, - ,30-99人,大阪府大阪市北区中之島3-3-23　中之島ダイビル28F,http://www.sbic-wj.co.jp/outline/about.html
858,株式会社ベクトル, - , - ,30-99人,東京都千代田区紀尾井町3-12　紀尾井町ビル6F,https://www.vector-up.com/
859,株式会社ヒト・コミュニケーションズ,1998年, - ,100-499人,東京都豊島区東池袋 1-9-6,https://www.hitocom.co.jp
860,キャリアリンク株式会社,1996年, - ,500-999人,東京都新宿区西新宿2-1-1 新宿三井ビル33F,https://www.careerlink.co.jp/
861,株式会社フジテックス,1986年, - ,100-499人,東京都新宿区大久保 3-8-2 住友不動産新宿 ガーデンタワー 13F,https://www.fjtex.co.jp/
862,G&Sジャパン株式会社, - , - , - ,東京都杉並区成田東5-35-15 ザ・プラザFビル 801,http://www.gaipro.com/
863,株式会社ソリューション,2006年, - ,10-29人,大阪府大阪市中央区淡路町4-7-5 本町ハイエストビル6F,https://solution-hr.com/
864,株式会社スタッフジャパン, - , - ,30-99人,東京都中央区銀座2丁目11番5号 陽光銀座セントラルビル,http://www.staffjapan.co.jp/
865,株式会社みどり会, - , - , - ,大阪府大阪市中央区西心斎橋2-2-3 EDGE心斎橋8階,http://www.midorikai.co.jp/
866,株式会社CEAFOM, - , - , - ,東京都千代田区飯田橋1-12-1Daieishaビル2階,http://www.ceafom.co.jp/
867,株式会社人材バンク,1999年, - ,10-29人,東京都杉並区高円寺南四丁目45番9号モンテローザ本社ビル別館（ステージ高円寺）3F,http://www.jinzai-bank.co.jp/
868,株式会社インパクト,2008年, - ,10-29人,東京都豊島区西池袋5-13-12　MKビル4F,http://impact-jinzai.com/
869,株式会社グッドマンサービス,2002年, - , - ,東京都千代田区神田司町2-6 司町ビル7階,http://www.goodman-s.com/
870,株式会社ウィルハーツ, - , - , - ,東京都中央区日本橋１丁目２番１０号東洋ビル3階,http://www.willhearts.jp/
871,SBIビジネスサポート株式会社,2006年, - ,500-999人,東京都新宿区西新宿8-17-1 住友不動産新宿グランドタワー34F,https://www.sbibs.co.jp
872,キャリア・ネットワーク株式会社, - , - , - ,東京都千代田区飯田橋4-9-5 スギタビル3F,http://www.careernetwork.co.jp/
873,株式会社アクト・テクニカルサポート,1989年, - , - ,東京都港区赤坂4-1-33　赤坂中西ビル5F,http://www.act.co.jp/
874,株式会社ハーフタイム, - , - ,10-29人,東京都新宿区四谷1-18-6　四谷プラザビル6階,http://www.half-time.co.jp/
875,株式会社インプレス,1999年, - , - ,東京都港区芝浦3-17-11　天翔オフィス田町　５階,http://www.impress-hr.co.jp/
876,株式会社グローバルスタッフ, - , - , - ,東京都新宿区荒木町14第五新菱ビルヂング,http://www.globalstaff.co.jp/
877,千代田ユーテック株式会社,1986年, - , - ,神奈川県横浜市神奈川区守屋町3丁目13番地,https://www.utc-yokohama.com/
878,ICON PARTNERS株式会社, - , - , - ,東京都中央区日本橋茅場町3-12-9 NIビル2F,http://www.icon-partners.com/
879,ACS Japan株式会社, - , - , - ,東京都千代田区神田小川町1-1 日光ビル３Ｆ,http://acsjapan.jp/
880,ニッセイ・ビジネス・サービス株式会社,1985年, - , - ,大阪府大阪市中央区今橋3-3-13 ニッセイ淀屋橋イースト12F,http://www.nissay-nbs.co.jp/
881,株式会社ハローネット,1997年,服部　 淳,10-29人,東京都千代田区二番町5番地5番町フィフスビル1階,http://www.hellonet.co.jp/
